id,man,woman,screen,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent18,prolific_id,fig.1a,fig.1b,wc,fig.2a,fig.2b,wc2,fig.3a,fig.3b,wc3,fig.4a,fig.4b,wc4,fig.5a,fig.5b,wc5,fig.6a,fig.6b,wc6,fig.7a,fig.7b,wc7,fig.8a,fig.8b,wc8,fig.9a,fig.9b,wc9,fig.10a,fig.10b,wc10,fig.11a,fig.11b,wc11,fig.12a,fig.12b,wc 12,fig.13a,fig.13b,wc13,fig.14a,fig.14b,wc14,fig.15a,fig.15b,wc15,fig.16a,fig.16b,wc16,fig.17a,fig.17b,wc17,fig.18a,fig.18b,wc18,fig.19a,fig.19b,wc19,fig.20a,fig.20b,wc20,fig.21a,fig.21b,wc21,fig.22a,fig.22b,wc22,fig.23a,fig.23b,wc23,fig.24a,fig.24b,wc24,fig.25a,fig.25b,wc25,fig.26a,fig.26b,wc26,fig.27a,fig.27b,wc27,fig.28a,fig.28b,wc28,fig.29a,fig.29b,wc29,fig.30a,fig.30b,wc30,loneliness,loneliness_2,loneliness_3,loneliness_4,loneliness_5,loneliness_6,loneliness_7,loneliness_8,loneliness_9,loneliness0,loneliness1,loneliness2,loneliness3,loneliness4,loneliness5,loneliness6,loneliness7,loneliness8,loneliness9,loneliness_20,big5_1,big5_2,big5_3,big5_4,big5_5,big5_6,big5_7,big5_8,big5_9,big5_10,race_cold_warm,race_cold_warm_2,race_cold_warm_3,race_cold_warm_4,race_cold_warm_6,race_cold_warm_7,race_cold_warm_8,political_ideology,political_party,political_party_4_TEXT,authenticity,authenticity_2,authenticity_3,authenticity_4,authenticity_5,authenticity_6,authenticity_7,authenticity_8,authenticity_9,authenticity0,authenticity1,authenticity2,age,gender,us_citizen,us_citizen_2_TEXT,us_born,us_years,us_region,us_region_3_TEXT,race_eth,education,income,mTurkCode,man,woman
24,Daniel,Megan,good,2/7/2020 9:33,2/7/2020 9:54,0,91.207.175.88,100,1223,1,2/7/2020 9:54,R_3iJCbKsdwuaIYST,,,,,34.05490112,-118.2577972,anonymous,EN,1,562a8b949e2b900012006e88,15,Nice colors with some 3D effects,32,11,Colors and space work but the top scribbled killed it.,54,-46,5 min scribble by a 3 year old,30,-23,Better version of a 7 year old who got lucky,44,-29,"Cop out, easy money for artist for a 4 min piece",48,11,"Odd desert, nice sand color with headless bird",46,19,Great portrayal of solid surface,32,10,Cortez's influence with fair color choices,42,-32,"A troubled painter was influenced by anger and mad at the woman in the middle, color not bad",92,17,Music visualized with subtle color,34,-14,Some interesting color but scratchy train mess.,47,-41,"Blocky windowed, safe and selfish",33,-26,Average overly symmetrical safe,31,-15,Baby's room palette with tree confusion in a more confused substrate.,69,-26,"Dark, drab asymmetrical floral piece",36,-50,"Ugly, broken up and mismatched",30,5,2 paintings in 1 with shared colors,35,34,Nice palette with complexity becoming nice at the center,56,-10,"Simple, scratchy lack of negative space.",40,-12,Fails to capture what similar styles do,39,34,Nice asymmetry with maritime colors city meets the sea,54,18,Organic sun spot on a flexible grid,35,0,Too busy with color with warrior lineup,39,19,Classic palette lacks real world 3d construction,48,29,Beautiful color with an interesting otherworldly figure,55,-24,Washed out suburban scene with childish tones.,46,-30,Nice back ground with childish scribble on top,46,-10,Compact grey mess lack negative space,37,13,"Pinball meets a dark dream meets whale alien, drab",50,-42,10 year old 10 minute project "Fun with Painting",49,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,6,2,7,1,7,2,6,1,7,1,80,80,80,80,0,87,69,7,1,,6,1,1,1,1,1,1,6,6,1,6,1,44,2,1,,1,,1,,3,5,2,9870576,Daniel,Megan
25,Joseph,Kayla,good,2/7/2020 9:38,2/7/2020 10:00,0,47.38.203.177,100,1339,1,2/7/2020 10:00,R_2Qm8QaOzWE67s3P,,,,,32.88760376,-97.21320343,anonymous,EN,1,5da8d76db56fb700122717a5,18,Happy! Reminds me of hiking in tennesee.,40,4,Different cultures. I like that it brings differences together.,63,1,Really have no idea what I'm looking at.,40,5,"It's okay, I guess. Nothing much either way.",44,11,I like that the pyramid is putting off a beacon of light.,57,13,Little birdie in a desert. Seeking better frontiers.,52,-14,Dinosaur bones. Death.,22,-17,The faces are kinda freaky.,27,11,It's nice. Peaceful. Calming.,29,12,The loop type thing reminds me of interconnectedness and life and hope.,71,15,"I like that it could be train tracks, or telephone wires, etc. It's always a means of getting from a to b.",106,25,"Yay! Lots of people, lots of lives.",35,12,"Pleasing, happy, rainy.",23,4,"I like that it looks like plants on a table, which reminds me of life.",70,12,"Bushes, good! Life, good!",25,-24,Looks upsetting. Like it's actually graphic violence but you can't tell.,72,21,I like the way the forest is taking over the buildings.,55,-11,"It's like a ship, but a freaky ship.",36,-12,Too messy and busy. Too much going on there for me.,51,14,"Something fell over and is burning, but it's kinda dope, you know?",66,36,I like that it reminds me of an abstract version of a Bob Ross painting.,72,-16,I don't like that it looks like a person is there upside down.,62,5,"Like a wound that has been sutured. Pain, but also healing.",59,-37,It looks like a poor dead bunny in a field of flowers. I don't want the bunny to be dead.,89,-13,Ghosts are NOT my thing.,24,13,Looks like the suburbs. I live in those.,40,10,"Don't know what it is, but I do like it.",40,1,"Don't love it, don't hate it. It's just there.",46,-20,It looks like graffiti in a subway tunnel- destruction.,55,23,"It's soothing- the page is full, but there aren't too many things happening.",76,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,3,5,3,5,3,5,3,5,5,75,75,75,75,75,75,75,3,3,,4,2,4,4,4,3,8,6,6,8,6,8,18,1,1,,1,,3,Southwest,3,4,1,3190073,Joseph,Kayla
26,Zachary,Rachel,good,2/7/2020 9:26,2/7/2020 10:01,0,45.18.161.238,100,2086,1,2/7/2020 10:01,R_2PyVwaTpMl4Dn4o,,,,,35.84509277,-86.49009705,anonymous,EN,1,5e06d02bb7b330092592bceb,10,"While I like the colors, I find nothing interesting or thought provoking about it.",82,-21,I am not a fan of the color story. I am confused by the piece and therefore do not like it.,91,-41,Too red and chaotic. Not calming.,33,12,"Not a huge fan of the color story, but it reminds me of a child finger-painting.",80,-1,Not sure what to make of this one.,34,31,Reminds me of a plant poking through the soil. It reminds me of new life.,73,12,"Looks like a desert or another planet. While the color choices are narrow, it's still interesting because it is very natural.",125,35,I like all of the faces that can be found in this piece. Interesting.,69,41,It looks like a lady taking a peaceful nap on a blanket in the grass.,69,27,Reminds me of a terrarium with cacti inside. It reminds me of home.,67,36,Makes me think of a futuristic scene of vehicles flying in the sky in a city.,77,-18,"I like how it's split into tiny squares, but otherwise, not very intriguing.",76,20,Peaceful colors.,16,-20,Did not evoke much feeling except confusion. I am not sure what to make of this one.,84,40,Reminds me of blue birds in a tree at night. I love nature.,59,-28,Not pleasing to the eyes. I do like that the gun is broken though.,66,34,Reminds me of a beautiful tree growing in a courtyard. I like the light and airy technique used.,96,-41,This one seems rather ghoulish to me.,37,-11,Reminds me of a busy town. Chaotic in nature.,45,-20,While interesting in technique.. It looks like a blurry car wreck. Does not evoke great emotions.,97,21,Looks like a body of water during a sunset. I like this piece.,62,11,I like the vivid colors.,24,31,Vivid colors and the white in the middle looks like people dancing.,67,43,Looks like a beautiful stream rolling through terrain of rocks and flowers.,75,-27,"I like the green color, but the combination of green and a person with a long neck reminds me of aliens",103,20,Pretty trees and bushes around fancy brown stones. I like the soft nature.,74,-20,"Color story is boring in nature, and I feel nothing but boredom from this piece.",80,-11,Too muted and bland. I like my art to be vivid.,47,-32,It looks like someone did not like their art and drew an x over it.,67,20,I like this one because I am a mom and it reminds me of a child finger-painting.,80,3,2,3,4,2,3,2,3,3,3,3,3,4,3,2,3,3,3,3,3,3,1,7,5,6,6,7,1,5,2,85,100,100,100,85,50,100,2,3,,5,8,2,2,2,2,2,4,4,8,4,1,36,1,1,,1,36,1,,3,5,4,5723984,Zachary,Rachel
27,David,Lauren,good,2/7/2020 9:26,2/7/2020 10:01,0,76.16.177.14,100,2103,1,2/7/2020 10:01,R_3PF6O24qDvUg9mc,,,,,41.86399841,-88.06710052,anonymous,EN,1,558d8d71fdf99b534f79b352,0,This image doesn't invoke much in me.,37,-15,I feel that its too abstract for me to understand what I'm looking at.,70,-20,No clue what I'm looking. This just looks a series of scribbles in a box.,74,15,"I like the design. It can be interpreted in various ways, such as a hand of horror or still piece.",98,10,"I like the simplicity of the design, but I can't tell what the image is trying to depict.",89,10,I like the simplicity of the piece.,35,20,"I like how the image has a sense of history, since the style looks like it came from stone.",91,25,I like how the piece is showcasing emotion in relation to something.,68,10,"I like how design can be interpreted differently, I see a person sleeping or a mountainous region.",98,-20,"I can't really tell what this is suppose to represent, but overall I don't like the design.",91,10,"I like how this piece can be interpreted in different ways, such as a village on hilly terrain.",95,0,This doesn't invoke anything. Just a mosaic of random images.,61,10,I like the color coordination between the foreground and background.,68,20,I like how balanced the piece is with its symmetrical design.,61,5,"Hard to tell what I'm looking at, but it does a gives a slight impression of a of garden.",89,-20,The colored teddy bear clashes with the color scheme.,53,15,I like how the image gives an impression of gaseous tree.,57,25,I like how the image gives off an impression of bravery.,56,0,The image doesn't really invoke any emotions strongly.,54,10,I like how the image is depicting a scene.,42,30,I like how the piece has the possibility of depicting some type of story.,73,0,"This doesn't invoke anything, since I can't tell what the piece represents.",75,30,I like the symmetrical design and how it portrays the liveliness of a musical environment.,90,40,"Invokes a strong sense of nature, since the piece can interpreted as a stream or an abstracted bird.",100,-10,"Depicts something negative, such as ritual. I'm not a fan.",58,0,The piece doesn't really invoke anything for me.,48,-20,Not a fan of the green; gives off the impression that someone else drew on it.,78,-15,I feel that the image is invoking a sense of negativity.,56,-10,Don't really like the red x. It gives the impression that this a discarded piece.,81,20,I like how the strokes invokes a sense of fluidity.,51,3,3,4,2,2,,3,2,4,4,4,2,2,4,2,4,4,1,4,3,1,1,6,4,6,7,7,3,6,2,50,50,50,50,30,70,70,5,3,,6,1,2,2,3,8,8,3,5,1,6,8,32,2,1,,1,,3,Midwest,34,4,1,6331455,David,Lauren
28,John,Alyssa,good,2/7/2020 9:24,2/7/2020 10:05,0,98.166.64.243,100,2466,1,2/7/2020 10:05,R_3GkNQGypHmNBigm,,,,,37.11000061,-76.5114975,anonymous,EN,1,5e04bba0b1fb05f31c1a31d9,1,"Its okay,not great.",19,1,Its meh. Doesnt illicit any strong feelings in me,49,-30,Looks like someone spilled ketchup and forgot to clean it up,60,-20,Extremely simple and like not alot of time was put into it,58,30,It has a sense of vague familiarity that i like.Like a stick starting a fire at a campsite.,91,30,It makes me stop and think about what the artist is trying to say.It creates a feeling of solitude and tranqulity,113,-41,It looks like someone took a picture of a muddy ground and called it art.,73,33,I like how the more you like at it there are more things to discover.Very creative.,83,-26,"Unpleasant, alot of dark colors and strange lines",49,-10,Bleak and uninteresting,23,20,Its interesting.,16,10,"Its cool,reminiscent of Andy Warhol type of style",49,40,Pretty and it reminds me of rain droplets running down a window on a rainy day.,79,37,"Beautiful tree,the use of water colors makes it soothing to look at",67,-30,Uninteresting and too much black,32,-50,It creeps me out.,17,50,It gorgeous and i love how the tree is almost 3 dimensional.So many elements to it.,83,32,There are alot of elements to this painting and a good mix of colors,68,-20,There's alot of elements to it bordering on clutter and chaotic,63,14,Its interesting.It almost seems like a painting of a landscape,62,25,I like the colors that were used and the stark contrast between the two sides,77,1,"Its okay,it doesnt make me feel any sort of strong emotion",58,31,Very bright and eye catching.The White silhouettes remind me of people celebrating.,83,40,Beautiful.Nice use of colors and invokes feelings of serene and peace,69,-20,Dark silhouette against the murky background Illicites an ominous feeling. Don't really like it.,96,25,Its pretty.And a nice use of water colors.,42,-20,Looks as if a toddler painted it,32,-10,Not a fan of the bleak and dreary colors,40,10,Its interesting although doesnt illicit any strong emotions from me,67,-10,ugly nasty colors,17,2,1,1,1,1,2,2,2,4,2,2,4,4,4,4,2,3,4,2,2,2,4,5,6,5,4,5,2,4,1,30,40,41,60,61,,49,2,2,,3,1,1,3,3,8,1,4,4,1,1,3,25,1,1,,1,,1,,1,2,2,604423,John,Alyssa
30,Ryan,Amanda,good,2/7/2020 10:30,2/7/2020 10:42,0,172.58.171.207,100,712,1,2/7/2020 10:42,R_2uX1DtIykIkwSXf,,,,,28.48829651,-81.40609741,anonymous,EN,1,5dde843983e309dfeaf240e9,27,Seems like one i previously saw in this survey,46,40,Very simple and childish,24,-50,Looks like someone threw blood at a wall,40,-50,Looks like an abstract version of the Scream painting,53,41,Very good color coordination,28,-22,Makes me feel lonely,20,-50,I hate everything about this painting from the cors to it looking like a war,76,46,I love architectural paintings,30,-50,"Makes me feel angry, its not very clear",39,36,Reminds me of a beautiful ship wreck,36,-29,It makes me feel angry and overwhelmed,38,50,The colors are beautiful and it has great composition,53,43,Feels calm and could be placed in anyones house,47,50,Gorgeous use of water color,27,-50,It triggers my tripophobia,26,43,"Very modern, reminds me of bansky",33,-16,Feels supernatural and scary,28,-50,"Too political, not my cup of tea",32,25,"Its just a nice painting, nothing too special but nothing negative",66,-50,Too negative looks like a car and plane crash,45,30,Very calming and nice to look at,32,-43,"Very generic, seen many times before",36,50,"One of my favorites, love the colors and how the white looks like humans",72,50,"Beautiful,  peaceful",20,-50,Reminds me of Mr. Burns on drugs in the Simpsons,48,28,Pleasant to look at,19,37,I love the childish aspect to it,32,-33,Colors look too muddy for my liking,35,27,"Once again, very modern, activists will love",44,20,Love how the red stands out,27,1,1,2,1,1,1,1,3,2,1,2,1,3,1,1,1,1,1,1,1,5,7,3,7,7,3,6,7,1,1,100,100,100,100,100,100,100,1,2,,5,6,1,1,1,3,1,6,6,6,6,6,26,1,1,,2,,1,,2,5,2,9968270,Ryan,Amanda
32,James,Brianna,good,2/11/2020 9:30,2/11/2020 9:43,0,69.40.114.219,100,788,1,2/11/2020 9:43,R_cUxG75Y53EaZrW1,,,,,37.88679504,-84.5667038,anonymous,EN,1,5dbf8a83507a4b40ad9af2a9,11,"It's very colorful, and I like it",33,11,"The only parts I like is the light blue, red and black. The green color isn't very flattering.",94,-20,It's very plain,15,-19,Really don't care for the yellowish brown color in the center.,62,11,Very bright and has colors you wouldn't think would go together,63,10,Nice desert scene,17,-31,"Looks plain and dull, sorry.",28,-30,It's very odd and I don't really like it,40,21,"This has some of my favorite colors, and I like it",50,0,I have no opinions on this one,30,31,I like dark colors.,19,1,Don't like it or despise it,27,22,"This is a very cool painting, something an art teacher or professor would own.",78,1,"It uses interesting techniques on this picture, but I have no feelings for or against.",86,1,No opinion truthfully,21,0,It is interesting to say the least,34,12,It's nice and realistic looking.,32,11,Very eerie and it's spooky,26,-21,"I don't know what's going on, and I realise that I don't like it",64,30,It looks like a motorcycle and I like cars and motorcycles,58,1,Don't really lean either way.,29,31,Like the black key and the rainbow color theme.,47,12,I love the rainbow!,19,11,The waterfall looks peaceful,28,50,This would definitely be hanging in my bedroom in my house,58,11,This picture is ok; just a normal city,38,21,This painting is very unique,28,-30,"My grandparents would like this, maybe my great grandparents. It's not my style.",80,-29,"It has a red X on there, and x's mean bad in my perspective",59,21,I like the fact that it's a painting.,37,2,3,3,2,2,3,3,3,3,2,3,2,2,3,2,3,3,2,2,3,1,3,4,5,4,7,5,6,4,4,50,50,50,50,30,30,80,4,4,"Libertarian Party, but more of a Centrist",5,3,1,2,1,8,3,5,3,8,3,1,19,1,1,,1,,3,Southeast with Midwest influences,3,3,4,1097830,James,Brianna
35,Anthony,Jennifer,good,2/11/2020 9:33,2/11/2020 9:51,0,174.234.128.52,100,1096,1,2/11/2020 9:51,R_3sczAlKKfcpTvKg,,,,,38.49360657,-90.37969971,anonymous,EN,1,5dd26f3f5a40f228b768d3e4,32,Bright and colorful without being overpowering,46,-50,Ugly color scheme,17,-50,This looks like something a child created in 5 minutes.,55,-33,Ugly and bland compared to the other pieces.,44,0,This piece doesn't really stand out.,36,0,I am neutral towards this piece.,32,-36,"Very, very dull compared to the other paintings",47,32,Not my favorite but has an interesting concept,46,-27,This piece is very boring to look at.,37,1,I am neutral towards the artwork,32,-31,The narrow groups of lines in the center make me feel uneasy for some reason,76,0,This piece doesn't provoke any kind of reaction,47,41,I like the color scheme,23,1,This piece is average compared to the others.,45,1,"This piece isn't particularly attractive, but it's not ugly either.",67,-31,"Very creepy, it makes me feel uneasy",36,31,"Very elegant, this design reminds me of trees",45,1,I have no strong feelings about this image,42,-31,"Very, very ugly and sloppy",26,0,"Neutral, this piece doesn't strike me as particularly bad or good",65,-20,"Bland, this painting is my least favorite",41,30,Colors are subdued yet vibrant,30,-36,The cluster of white silhouettes against the colorful background makes me feel uneasy for some reason,101,21,This piece resembles a waterfall surrounded by trees.,53,42,"Spooky, but in a good way. I like the green and black color palette.",68,0,This picture doesn't really stand out.,38,-3,Somewhat boring piece,21,1,This picture doesn't really stand out to me,43,41,Very interesting composition,28,-50,The color scheme used in this piece is very ugly.,49,3,3,3,3,1,4,2,1,3,3,3,3,3,3,1,3,3,3,3,3,3,2,6,1,5,6,5,2,6,5,51,52,52,52,51,51,53,4,3,,5,8,8,8,8,2,2,5,5,8,5,2,29,3,1,,1,,3,Midwest,3,2,1,3786050,Anthony,Jennifer
37,William,Victoria,good,2/11/2020 9:44,2/11/2020 9:54,0,71.61.247.248,100,650,1,2/11/2020 9:54,R_D6MD6eC5mtWu2yt,,,,,40.41819763,-80.0510025,anonymous,EN,1,5b1e01f14c72120001f22694,42,love how the colors blend,25,22,I like the colors,17,-33,makes me think of anger,23,-31,dont like the colors,20,-35,very boring and plain,21,30,makes me think of nature,24,-4,looks like a photograph,23,-18,makes me think of a busy city,29,18,reminds me of a story book,26,49,absolutely beautiful piece of art,33,32,reminds me of a rainy day in the city,37,3,to contemporary for me,22,36,reminds me of rain,18,37,calming to look at,18,40,makes me feel calm,18,10,"liked the bear, nothing else made sense",39,34,love the wispyness of it,24,20,Makes me think of stormy oceans,31,-22,to much going on,16,7,like the colors and desert feel,31,30,like the colors,15,42,love how the colors blend,25,23,enjoy the colors,16,47,very peaceful and serene,24,-20,makes me think of a scary movie,31,30,feels a tad old,15,33,reminds me of fall,18,-21,drab and dreary,15,-20,makes me think of destruction,29,-28,to dark and dreary,18,2,2,2,2,2,1,2,2,2,2,3,3,3,2,2,2,3,1,2,2,1,3,3,4,5,6,6,5,3,4,50,50,50,50,50,50,50,4,3,,5,5,5,5,5,5,5,4,4,5,4,4,35,1,1,,1,,2,,3,3,1,8371179,William,Victoria
39,Justin,Brittany,good,2/11/2020 9:44,2/11/2020 10:00,0,98.153.2.107,100,986,1,2/11/2020 10:00,R_3PiqjegRhc0lTMe,,,,,33.9420929,-118.1302948,anonymous,EN,1,5af9fab60a7ecb00011820b8,16,It reminds me of a sunset I once saw.,37,-15,This one feels rather flat and not engaging.,44,-19,I don't care for art that looks like it was just scribbled.,59,-21,Rather boring design and colors.,32,11,"Although it's very simple, there's something about the colors that really draws the eye.",88,1,It's alright. I imagined the peach from James and the Giant Peach.,66,-12,"It looks like a wall, not really something I'd enjoy looking at.",64,32,"Interesting to look at, there are many things happening in the painting.",72,19,It reminds me of an illustration for a fairy tale.,50,14,The design is dynamic and interesting.,38,1,It reminds me of telephone wires.,33,-15,Too blocky and not interesting enough.,38,-20,Not really a fan of "splash" art.,33,15,The colors are good and the design is intriguing.,49,-10,Color scheme and design are rather boring.,42,0,"Kind of dull, colors and drawings are not really interesting.",61,20,I like the colors and the design.,33,27,This is really interesting to look at. I like the colors and the spectral look.,79,-9,It looks too much of a rough sketch. Don't really enjoy looking at it.,70,13,The colors and the scene depicted is interesting.,49,5,Alright. I like the colors.,27,22,It reminds me of sunsets and dusks.,35,30,The white paint through the middle really draws the eye.,56,1,"Nice colors, but doesn't do much for me.",40,12,It's a rather intriguing design,31,-9,It looks boring and too rough.,30,-9,The colors are put together in an interesting way.,50,-20,I don't like the colors or the design.,38,2,"It looks likes there's a lot going on, but they don't fit together.",67,17,The colors and the brushstrokes are interesting enough.,55,3,2,3,2,2,2,4,3,3,3,4,3,3,3,3,3,3,3,4,3,2,2,3,5,6,7,6,6,5,5,61,62,62,61,62,60,60,2,2,,6,3,4,5,4,4,3,2,3,3,3,4,26,1,1,,1,,3,West,4,5,1,4773637,Justin,Brittany
40,Jonathan,Nicole,good,2/11/2020 9:43,2/11/2020 10:01,0,98.203.157.199,100,1083,1,2/11/2020 10:01,R_1F3oH6ZANV4QuAy,,,,,47.80299377,-122.3739014,anonymous,EN,1,5b9202497224e10001dc7f89,22,I love the colors but it's too intense sometimes,48,-31,It's a cool piece but honestly these color choices are the worst thing in the world,83,20,Something I'd paint when I'm mad. I feel that,45,-40,Mcdonald's french fries :(,26,-30,I hate the shapes,17,-10,The colors and rough brush strokes make me nervous,50,29,Looks like the surface of mars,30,25,It's very grand and ominous but I like it,41,24,It's peaceful and relaxing,26,-25,Too much negative space makes it feel unfinished,48,50,Those vertical strokes are to die for and I love these colors !!!,65,20,I like all the squares and the colors but it feels too cluttered to me,70,30,It's pretty basic but it makes me feel like I'm looking at the ocean,68,30,This reminds me of the Lion King somehow! Feels inspiring,57,50,"Very cool, i want it in my living room",38,16,It's a little anxiety inducing in a good way,44,31,Feels nostalgic somehow,23,40,There's danger in this painting and it's awesome,48,42,Feels like something I would hang in my dining room,51,-30,This one feels scary in a bad way,33,30,Makes me think of a natural disaster but I love how it looks. Makes you think,77,39,The warm and color colors together in this way feels exciting,61,50,Those colors are awesome! And I love the strip of negative space that almost looks like a line of people,104,20,The colors and brush strokes make it feel adventurous,53,-10,This painting is cool but it gives off an evil vibe,51,20,It's relaxing to look at but I wish it was just a little more defined,69,30,Very cool colors and I like the contrast of lights and darks,60,-10,The lack of color variance leaves it looking ugly even if I like the brush strokes,82,30,This one feels scary in a good way,34,5,I like the softness of this but it doesn't make me feel that nice,65,3,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,3,3,4,4,5,6,6,5,6,7,6,5,7,1,75,75,75,75,60,1,75,1,4,Socialist,5,8,2,2,8,8,1,6,6,2,6,2,24,1,1,,1,,2,,3,2,2,2908995,Jonathan,Nicole
42,Alexander,Morgan,good,2/11/2020 9:44,2/11/2020 10:01,0,128.138.65.216,100,1045,1,2/11/2020 10:01,R_2v1RwsirvBWeCpo,,,,,40.01759338,-105.2686996,anonymous,EN,1,5dd34288f78cf23538e9043a,5,Flat colors with no flavor.,27,-10,"Old, dull, messy.",17,8,Somewhere between a child's art and a poorly drawn battle map.,62,7,Pretzel noodles.,16,7,Dull pyramid that says nothing.,31,-15,Desert that's too simple.,25,-10,Dead bugs on an insect battleground.,36,10,Falling into a city's heart.,28,-25,The mouth of an ugly beast.,27,9,Roller coaster on an island.,28,15,Waves of signs.,15,-25,"Ugly color combinations, no focus.",34,15,Seeing the world through different lenses.,42,10,"Angled, colored, boxy.",22,27,Leafs spread on the ground.,27,-20,Strange and bleak.,18,17,Tree of knowledge in a quiet school.,36,20,Ghostly sea adventure.,22,5,Messy pantry full of food.,26,12,The beach and industry.,23,27,Survivable storm on the open sea.,33,10,Glowing city of many emotions.,30,25,Unicorns flying through a colorful space.,41,15,Water through the fruit.,24,20,Ancient gods above you.,23,8,Confusing park picture.,23,-5,Messy field of various plants.,30,-5,Apartment throw up.,19,-20,Tested and failed a lot of ideas.,33,30,Sleek eel in the abstract ocean.,32,3,2,3,1,1,3,2,1,2,2,3,1,2,2,2,1,1,1,2,1,4,6,3,6,4,6,5,6,3,4,50,50,50,50,50,50,50,5,3,,5,5,6,6,6,6,6,4,3,6,4,6,23,2,1,,1,,3,West,3,5,1,3389696,Alexander,Morgan
