"","name","agent_response","agent_rating","photo","trial_gender"
"5215","Jacqueline","It kind of looks like a tree but I feel very netural.",0,14,"female"
"5216","Jamie","Not as cool as other tree looking paintings",-5,14,"female"
"5217","Jasmine","The colors are nice and it reminds me of a shrub or tree",10,14,"female"
"5218","Jenna","love the colors. despite their brightness it seems sad somehow.",41,14,"female"
"5219","Jennifer","This piece is average compared to the others.",1,14,"female"
"5220","Jessica","I kind of like it!",6,14,"female"
"5221","Jordan","this one isn't bad, reminds me a tree that gives life, and people are waiting for someone new to be born",27,14,"female"
"5222","Julia","I don't care for the style",-38,14,"female"
"5223","Kaitlin","this would make a very beautiful art project",22,14,"female"
"5224","Kaitlyn","Focal point is interesting",5,14,"female"
"5225","Katelyn","Its cute. Not striking but i would keep it in my home.",10,14,"female"
"5226","Katherine","I don't like the color red",30,14,"female"
"5227","Kathryn","This reminds me of a tree but the tree is sickly, and poorly cared for.",-10,14,"female"
"5228","Katie","It represents growth. I see a plant/tree growing out of the ground. I like the rainbow of color in the painting.",31,14,"female"
"5229","Kayla","I like that it looks like plants on a table, which reminds me of life.",4,14,"female"
"5230","Kaylee","it looks like a tree on desert",23,14,"female"
"5231","Kelly","Its cute, but not my favorite.",8,14,"female"
"5232","Kelsey","i like this one!",23,14,"female"
"5233","Kimberly","In some ways it looks natural, but I'm just not feeling it",0,14,"female"
"5234","Kristen","somewhat stressful, crazy",-3,14,"female"
"5235","Kylie","Confusion or an explosion",40,14,"female"
"5236","Laura","feels incomplete, poorly planned/executed",-34,14,"female"
"5237","Lauren","I like how balanced the piece is with its symmetrical design.",20,14,"female"
"5238","Leah","I like the simplicity along with the colors",27,14,"female"
"5239","Leslie","This elicits no reaction in me.",0,14,"female"
"5240","Lindsey","Warm, positive, growth.",8,14,"female"
"5241","Mackenzie","I like the combination of colors and textures.",35,14,"female"
"5242","Madeline","It looks nice colorwise but detail is lacking",18,14,"female"
"5243","Madison","No strong feelings either direction.",-4,14,"female"
"5244","Makayla","I like that it's like a snippet of a field in the desert",21,14,"female"
"5245","Margaret","its okay. pretty bland but looks like nature",8,14,"female"
"5246","Maria","I enjoy what comes across as a playful take on nature themes",26,14,"female"
"5247","Mariah","The lighting feels like spring.",20,14,"female"
"5248","Marissa","I like the sharpness of the lines",20,14,"female"
"5249","Mary","I like the layers of color in this piece. The circles and lines are interesting.",29,14,"female"
"5250","Megan","Baby's room palette with tree confusion in a more confused substrate.",-15,14,"female"
"5251","Meghan","its okay nothing special",11,14,"female"
"5252","Melissa","makes me feel sad",-2,14,"female"
"5253","Michaela","I just really like light and wispy things",33,14,"female"
"5254","Michelle","Too abstract with annoying little details. Just draw a regular tree already",-6,14,"female"
"5255","Mikayla","The red looks like blood and im not a huge fan",15,14,"female"
"5256","Miranda","This just looks like a kids watercolor painting.",-30,14,"female"
"5257","Molly","In my opinion it's spectacular.",35,14,"female"
"5258","Monica","Just don't like it, maybe it's the bleeding colors on the left of the tree-looking thing in the center or the faded background",-10,14,"female"
"5259","Morgan","Angled, colored, boxy.",10,14,"female"
"5260","Natalie","my reaction is that the picture is wierd",-14,14,"female"
"5261","Nicole","This reminds me of the Lion King somehow! Feels inspiring",30,14,"female"
"5262","Olivia","tree of life brings hope",7,14,"female"
"5263","Paige","It didn't really do anything to excite me.",21,14,"female"
"5264","Rachel","Did not evoke much feeling except confusion. I am not sure what to make of this one.",-20,14,"female"
"5265","Rebecca","medium recalls back to an oriental style",16,14,"female"
"5266","Sabrina","Love the assortment of colors and flowers, expressing gentle and caring",50,14,"female"
"5267","Samantha","I love the feeling of the tree and people. Makes me happy",50,14,"female"
"5268","Sara","It uplifts my mood due to the color scheme",32,14,"female"
"5269","Sarah","this looks pretty childish",-15,14,"female"
"5270","Savannah","Again. This is pretty neutral, leaning dislike.",-18,14,"female"
"5271","Shannon","I like this picture because it looks like a tree and the colors used look cool.",20,14,"female"
"5272","Shelby","Something about the cahotic imagery makes me uncomfortable",-15,14,"female"
"5273","Sierra","it put me on edge.",-11,14,"female"
"5274","Sophia","I don't know why, but this piece makes me happy.",20,14,"female"
"5275","Stephanie","Late Winter when things are just starting to bloom.",21,14,"female"
"5276","Sydney","I'm imagining a flower bouquet with pretty colors which I like.",35,14,"female"
"5277","Taylor","Makes me think of my plants growing",11,14,"female"
"5278","Tiffany","I feel uncomfortable looking at this painting, it is a mess that needs to be cleaned up.",-16,14,"female"
"5279","Vanessa","I don't like the colors, but I espeically don't like all the negative space.",-20,14,"female"
"5280","Victoria","calming to look at",37,14,"female"
"5281","Abigail","This also has nice contrast",34,15,"female"
"5282","Alexa","Although it looks a bit bland in terms of color, I really like the print/pattern",25,15,"female"
"5283","Alexandra","This is sort of ugly, but I do like the design.",10,15,"female"
"5284","Alexandria","it looks like trees but they are up to interpretation",16,15,"female"
"5285","Alexis","Not a fan of abstract, but the black is very striking",10,15,"female"
"5286","Alicia","It's ok, it makes me think. That's something I guess.",8,15,"female"
"5287","Allison","Eyes hunt for the blue in the black.",5,15,"female"
"5288","Alyssa","Uninteresting and too much black",-30,15,"female"
"5289","Amanda","It triggers my tripophobia",-50,15,"female"
"5290","Amber","Reminds me of blueberry bushes.",7,15,"female"
"5291","Amy","basic colors and pleasing shapes providing a calming effect",15,15,"female"
"5292","Andrea","Chameleons on reeds. Nice but doesn't really make me feel anything.",11,15,"female"
"5293","Angela","Interesting, but don't really like it. Gloomy.",-10,15,"female"
"5294","Angelica","This looks odd and was not well executed.",-3,15,"female"
"5295","Anna","I like how it's simple but beautiful.",40,15,"female"
"5296","Ashley","I think of birds, nature, levels of space.",18,15,"female"
"5297","Autumn","Simple but not good",-34,15,"female"
"5298","Bailey","This is passable, but personally it just has nothing I'd like to see.",-14,15,"female"
"5299","Breanna","Makes me feel weird",-16,15,"female"
"5300","Briana","It reminds me of when you look up into a tree",21,15,"female"
"5301","Brianna","No opinion truthfully",1,15,"female"
"5302","Brittany","Color scheme and design are rather boring.",-10,15,"female"
"5303","Brooke","This one reminds me of a postage stamp, but branches and leaves. Kind of fun.",15,15,"female"
"5304","Caitlin","Getting better.",10,15,"female"
"5305","Caroline","Makes me think of a bush and flowers and spring and happy warm times",25,15,"female"
"5306","Cassandra","Hate it...black dots.",-47,15,"female"
"5307","Cassidy","I like the random blue dabs to break up the black, but it looks unfinished.",4,15,"female"
"5308","Catherine","ants on the ground playing with bubble gum. They may be thinking of how they can use it to build something",-30,15,"female"
"5309","Chelsea","The colors are too busy.",-39,15,"female"
"5310","Cheyenne","I like how the black and blue clash.",14,15,"female"
"5311","Chloe","Like the composition and lines",26,15,"female"
"5312","Christina","I really like the colors",14,15,"female"
"5313","Claire","it's alright but a little cluttered",14,15,"female"
"5314","Courtney","Weird fuzzball bush.",22,15,"female"
"5315","Crystal","The blotted black spots create a nice contrast between the brush strokes within the center and sides. I like it.",41,15,"female"
"5316","Cynthia","interested in this transformation",20,15,"female"
"5317","Danielle","This is pretty nice, reminds me of dark peacock feathers, or perhaps a bush with berries in it?",15,15,"female"
"5318","Destiny","I couldn't tell you why but I'm really into this",39,15,"female"
"5319","Diana","There should be more space between the black marks. The black comes off harsh and the blue between the trees can barely be seen.",-21,15,"female"
"5320","Dominique","I like the colors and the different style This brings",7,15,"female"
"5321","Elizabeth","Perfect Abstract painting",50,15,"female"
"5322","Emily","Looks incomplete.",-19,15,"female"
"5323","Emma","Don't love it but it's cute",16,15,"female"
"5324","Erica","dark and I can not see a meaning behind it",-31,15,"female"
"5325","Erika","I like the dense patterns and the splashes  of blue",38,15,"female"
"5326","Erin","Neat to explore meaning, blue is interesting",11,15,"female"
"5327","Gabriela","it is dark and gloomy",-9,15,"female"
"5328","Gabrielle","dark and provoking",-50,15,"female"
"5329","Grace","Interesting. Reminds me of a biopsy slide.",21,15,"female"
"5330","Hailey","ugly picture and don't like it",-22,15,"female"
"5331","Haley","Interesting, and I don't dislike it.",9,15,"female"
"5332","Hannah","Like this for the colors and arrangement.",11,15,"female"
"5333","Heather","black leaves makes the blue birds stand out.",1,15,"female"
"5334","Isabella","Too intense with the black dotting",-22,15,"female"
"5335","Jacqueline","I don't like how the black dots are aligned.",-20,15,"female"
"5336","Jamie","Black and blue is my favorite color combination",35,15,"female"
"5337","Jasmine","I like it as the colors complement each other well",21,15,"female"
"5338","Jenna","interesting technique. the blue is very pretty",18,15,"female"
"5339","Jennifer","This piece isn't particularly attractive, but it's not ugly either.",1,15,"female"
"5340","Jessica","I think it's trying to execute a cool idea, but unfortunately it doesn't appeal",5,15,"female"
"5341","Jordan","I'm just not into it",-5,15,"female"
"5342","Julia","This is simply too ""old-school""",-27,15,"female"
"5343","Kaitlin","This one seems a bit frightening",-19,15,"female"
"5344","Kaitlyn","Simplicity of colors is nice",11,15,"female"
"5345","Katelyn","Doesnt trigger much of a reaction overall",-2,15,"female"
"5346","Katherine","black dots too ant-like",-25,15,"female"
"5347","Kathryn","This is looking at a forest from above. I can see water and some pathways throughout. Nature.",20,15,"female"
"5348","Katie","Too much black. I see weeds or dead/dying flowers.",-40,15,"female"
"5349","Kayla","Bushes, good! Life, good!",12,15,"female"
"5350","Kaylee","some trees in the forest",15,15,"female"
"5351","Kelly","I can't really make out what this is supposed to be.",-8,15,"female"
"5352","Kelsey","i kinda like this one but wouldnt buy it for myself",17,15,"female"
"5353","Kimberly","it looks like lavender",10,15,"female"
"5354","Kristen","darkness, hatred, fear",-29,15,"female"
"5355","Kylie","I don't know how I feel about this",31,15,"female"
"5356","Laura","abrasive, rough, uneven",-31,15,"female"
"5357","Lauren","Hard to tell what I'm looking at, but it does a gives a slight impression of a of garden.",5,15,"female"
"5358","Leah","Pretty, like in a field of poppies",19,15,"female"
"5359","Leslie","This elicits no reaction in me.",0,15,"female"
"5360","Lindsey","Not a fan. This piece would only go with very specific decor in a modern home.",-35,15,"female"
"5361","Mackenzie","I like the colors and textures.",32,15,"female"
"5362","Madeline","Simple but needs some more detail somehow",-3,15,"female"
"5363","Madison","I am starting to feel description fatigue. This would be pleasant enough in a doctor's office waiting room.",15,15,"female"
"5364","Makayla","It's just dots. Doesn't bring any positive or negative feelings",2,15,"female"
"5365","Margaret","i like the pop of blue within all the black",8,15,"female"
"5366","Maria","i enjoy its apaprent simplicity (of colour and shape)",32,15,"female"
"5367","Mariah","It is visually appealing, stark and simple but natural.",41,15,"female"
"5368","Marissa","I am reminded of spring flowers swaying in the dark night's breeze",9,15,"female"
"5369","Mary","This piece gave me no emotion. It's ugly to me.",-38,15,"female"
"5370","Megan","Dark, drab asymmetrical floral piece",-26,15,"female"
"5371","Meghan","I like the pattern of it",11,15,"female"
"5372","Melissa","reminds me of birds in trees",14,15,"female"
"5373","Michaela","Reminds me of lilacs",26,15,"female"
"5374","Michelle","Interesting to look at but I don't appreciate the abstraction",2,15,"female"
"5375","Mikayla","The dots are cool with the blue accents.",24,15,"female"
"5376","Miranda","This gives a skin crawling feeling. Like something that you could see under a mircoscope",10,15,"female"
"5377","Molly","I can't see the meaning of the painting.",-30,15,"female"
"5378","Monica","I don't feel much of anything when looking at this, it's just a random pattern",1,15,"female"
"5379","Morgan","Leafs spread on the ground.",27,15,"female"
"5380","Natalie","my response to the picture is that I dont know what I am looking at",-25,15,"female"
"5381","Nicole","Very cool, i want it in my living room",50,15,"female"
"5382","Olivia","Black reminds me of darkness",-18,15,"female"
"5383","Paige","I feel nothing when looking at this",1,15,"female"
"5384","Rachel","Reminds me of blue birds in a tree at night. I love nature.",40,15,"female"
"5385","Rebecca","very unsettling! like reverse porcelain esp because of the colors",28,15,"female"
"5386","Sabrina","Extreme darkness and sadness",-30,15,"female"
"5387","Samantha","Not interesting enough. Boring",-37,15,"female"
"5388","Sara","I don't like the black dots",-19,15,"female"
"5389","Sarah","this is really pretty! i like the pops of blue in all the black",26,15,"female"
"5390","Savannah","Love the accent colors in this piece!",20,15,"female"
"5391","Shannon","Not enough colors to make it interesting and doesn't look like anything is happening.",-20,15,"female"
"5392","Shelby","This painting gives a calm vibe but no stronger emotions than that",10,15,"female"
"5393","Sierra","i cant find somthing ilike about it",-31,15,"female"
"5394","Sophia","I feel like there's ski jumping going on here.",2,15,"female"
"5395","Stephanie","This piece is too dark",-42,15,"female"
"5396","Sydney","This picture is too confusing for me. I wouldn't want to stare at it to figure it out.",-10,15,"female"
"5397","Taylor","The blues are soothing",21,15,"female"
"5398","Tiffany","The painting is very relaxing, I'm reminded of sitting in a garden in the evening.",8,15,"female"
"5399","Vanessa","I don't even know what's going on here. Again, this is too abstract.",-21,15,"female"
"5400","Victoria","makes me feel calm",40,15,"female"
"5401","Abigail","The bear makes me very uncomfortable",-50,16,"female"
"5402","Alexa","I can't figure out the meaning of this painting but it is pleasant to look at",40,16,"female"
"5403","Alexandra","This is weird and creepy.",-40,16,"female"
"5404","Alexandria","while simple, it seems to have a deeper meaning on childhood",33,16,"female"
"5405","Alexis","Don't like this technique. Too serial killer.",-50,16,"female"
"5406","Alicia","Don't get it. Hate it. ugly.",-44,16,"female"
"5407","Allison","Hard contrast, but no emotions towards any of the objects.",-6,16,"female"
"5408","Alyssa","It creeps me out.",-50,16,"female"
"5409","Amanda","Very modern, reminds me of bansky",43,16,"female"
"5410","Amber","Don't like the teddy bear. It takes away from the painting.",-39,16,"female"
"5411","Amy","visceral and a little disturbing.",10,16,"female"
"5412","Andrea","I think it's about child abuse. The teddy bear represents innocence and the dark shape is approaching it.",40,16,"female"
"5413","Angela","Hate this, especially the jarring contrast of the super realistic teddybear face.",-50,16,"female"
"5414","Angelica","This is creepy and puerile.",-45,16,"female"
"5415","Anna","It's edgy but cool",10,16,"female"
"5416","Ashley","A lot fo these could abstract or childrens work.",23,16,"female"
"5417","Autumn","Very cool abstraction.",19,16,"female"
"5418","Bailey","Creeps me out. Like..really creeps me out.",-48,16,"female"
"5419","Breanna","The bear is terrifying",-50,16,"female"
"5420","Briana","Weird mixed media piece",-50,16,"female"
"5421","Brianna","It is interesting to say the least",0,16,"female"
"5422","Brittany","Kind of dull, colors and drawings are not really interesting.",0,16,"female"
"5423","Brooke","Don't like teddy bears in art. I could draw that house.",-20,16,"female"
"5424","Caitlin","It is sick to put a teddy bear and a gun on the same piece of canvas.",-40,16,"female"
"5425","Caroline","Did not like at all. I think something sinister going on in the background and the bear a diversion",-50,16,"female"
"5426","Cassandra","I like the teddy bear,but a neutral feeling",5,16,"female"
"5427","Cassidy","I don't know why, I just don't like it",-28,16,"female"
"5428","Catherine","A teddybear, gun, crying person does not give a happy reaction. Death, still, no life.",-50,16,"female"
"5429","Chelsea","I wouldn't hang it up on my wall but I like the colors of the bear.",25,16,"female"
"5430","Cheyenne","Cute but there's a lot going on.",7,16,"female"
"5431","Chloe","Fun but a little cheesy",15,16,"female"
"5432","Christina","very creepy with a bear and a gun",-50,16,"female"
"5433","Claire","the materials used are interesting",30,16,"female"
"5434","Courtney","Hmm i don't know what going on here.",1,16,"female"
"5435","Crystal","Garble and nonsense",-50,16,"female"
"5436","Cynthia","Dreamy and chaotic",-9,16,"female"
"5437","Danielle","I enjoy how slightly strange this is, while seeming to still have some message",20,16,"female"
"5438","Destiny","what is this doing for anyone. If you connect with this you're literally lying to yourself. pretentious",-50,16,"female"
"5439","Diana","This one isn't for me. It came off as strange but not in a good way.",-44,16,"female"
"5440","Dominique","Toys toys toys. Happy playful free spirit",30,16,"female"
"5441","Elizabeth","Picture seems unique",12,16,"female"
"5442","Emily","Looks like a kid did itt and ti looks disturbing.",-45,16,"female"
"5443","Emma","Kind of creepyyyyyy",-41,16,"female"
"5444","Erica","Teddy bear calls positive emotional response but then I get worried about what is about to happen",18,16,"female"
"5445","Erika","Very emotional",23,16,"female"
"5446","Erin","Not original. Bear is odd",-50,16,"female"
"5447","Gabriela","It looks very generic, like items were pasted onto the background",-38,16,"female"
"5448","Gabrielle","nonsense art, not really art",-44,16,"female"
"5449","Grace","Something terrible happened. Either the figure on the right is the victim or another shredded toy.",-49,16,"female"
"5450","Hailey","cute and warm. i like the bear",15,16,"female"
"5451","Haley","Makes me want to know more",5,16,"female"
"5452","Hannah","This is weird and a little creepy.",6,16,"female"
"5453","Heather","lol i dont know how i feel about this.",1,16,"female"
"5454","Isabella","This looks chaotic",-25,16,"female"
"5455","Jacqueline","Seems very twisted and dark.",-35,16,"female"
"5456","Jamie","Weird and funny",40,16,"female"
"5457","Jasmine","I like it because it's quite different from the rest",23,16,"female"
"5458","Jenna","very bizarre and confusing, but that feels purposeful, so i don't completely hate it.",-25,16,"female"
"5459","Jennifer","Very creepy, it makes me feel uneasy",-31,16,"female"
"5460","Jessica","Cool but the bear creeps me out?",8,16,"female"
"5461","Jordan","Not interested at all",-15,16,"female"
"5462","Julia","I love the teddy bear",50,16,"female"
"5463","Kaitlin","The teddy bear looks really scared",-30,16,"female"
"5464","Kaitlyn","The bear is a weird choice",-22,16,"female"
"5465","Katelyn","I dont feel any real response",5,16,"female"
"5466","Katherine","Super weird. Id like to know more about it",24,16,"female"
"5467","Kathryn","I see something that is supposed to be comforting but it's been discarded and lost.",-20,16,"female"
"5468","Katie","Upsetting and disturbing. Random bear and indistinguishable objects. None of it goes together. Too chaotic and random",-50,16,"female"
"5469","Kayla","Looks upsetting. Like it's actually graphic violence but you can't tell.",-24,16,"female"
"5470","Kaylee","cool teddy bear",50,16,"female"
"5471","Kelly","Looks like someone got really high and did a bad photoshop job.",-27,16,"female"
"5472","Kelsey","its disturbing! what the heck",-27,16,"female"
"5473","Kimberly","Weird and creepy",-30,16,"female"
"5474","Kristen","sad. desth of childhood",-5,16,"female"
"5475","Kylie","Mixed feelings. Warm and comfy yet somewhat violent. A stark contrast",0,16,"female"
"5476","Laura","depressing and confrontational",-9,16,"female"
"5477","Lauren","The colored teddy bear clashes with the color scheme.",-20,16,"female"
"5478","Leah","Know it is a piece relating to children and gun violence. Sad",-30,16,"female"
"5479","Leslie","This is making me feel nervous in an enjoyable way.",20,16,"female"
"5480","Lindsey","It's depressing. Probably achieved its goal. But I wouldn't want it hanging in my home.",-31,16,"female"
"5481","Mackenzie","I like the mixture of images",23,16,"female"
"5482","Madeline","That bear looks unfitting!",-8,16,"female"
"5483","Madison","Pop art, Tate Modern horse dung.",-50,16,"female"
"5484","Makayla","It's a little unsettling",2,16,"female"
"5485","Margaret","i like how it incorporates mixed visual art with the photo of the bear and the drawings",30,16,"female"
"5486","Maria","feel a little creeped out",-20,16,"female"
"5487","Mariah","Why is that bear there? It looks like it would be gross to touch. The texture bothers me.",-20,16,"female"
"5488","Marissa","I do not like this dark and twisted portrayal of childhood",-42,16,"female"
"5489","Mary","This is a neat piece. Sort of shocking. I think it's too monochromatic though.",19,16,"female"
"5490","Megan","Ugly, broken up and mismatched",-50,16,"female"
"5491","Meghan","feels chaotic and morbid",-39,16,"female"
"5492","Melissa","so close to feeling intentional",-4,16,"female"
"5493","Michaela","It feels lazily done",-9,16,"female"
"5494","Michelle","I'm a fan of collage and of reminiscing about childhood so this was nice",10,16,"female"
"5495","Mikayla","The teddy bear is scary as hell.",-44,16,"female"
"5496","Miranda","This looks like it was made by an art student filled with angst",-30,16,"female"
"5497","Molly","It's frightening.",30,16,"female"
"5498","Monica","Don't know if there's a meaning but I like how seemingly random objects were stuck together and called art",20,16,"female"
"5499","Morgan","Strange and bleak.",-20,16,"female"
"5500","Natalie","my reaction is that the picture is creepy",-19,16,"female"
"5501","Nicole","It's a little anxiety inducing in a good way",16,16,"female"
"5502","Olivia","childhood horror",3,16,"female"
"5503","Paige","very disturbed seening a gun in the same picture as a teddy bear",-50,16,"female"
"5504","Rachel","Not pleasing to the eyes. I do like that the gun is broken though.",-28,16,"female"
"5505","Rebecca","don't know how to feel, I mean I respect it but I honestly don't know about this",-12,16,"female"
"5506","Sabrina","Kind of an edgy teenager vibe",32,16,"female"
"5507","Samantha","Creepy teddybear",-50,16,"female"
"5508","Sara","This painting is too random",-30,16,"female"
"5509","Sarah","i don't like the collage aspect",-25,16,"female"
"5510","Savannah","A strange collage made by a child. Do not like the colored face of the bear.",-29,16,"female"
"5511","Shannon","I think this picture is weird and the colors are very boring.",-50,16,"female"
"5512","Shelby","This feels like images of a painful childhood",-50,16,"female"
"5513","Sierra","it looks psychotic",-31,16,"female"
"5514","Sophia","This feels like there's some kind of pedofile thing going on here.",-50,16,"female"
"5515","Stephanie","It looks violent.",-30,16,"female"
"5516","Sydney","This piece is unusual but unique.",5,16,"female"
"5517","Taylor","It just makes me feel uncomfortable",-25,16,"female"
"5518","Tiffany","I feel irked, like somehow the items in this painting just happened to fall on the page together.",-44,16,"female"
"5519","Vanessa","This is too bizarre.",-39,16,"female"
"5520","Victoria","liked the bear, nothing else made sense",10,16,"female"
"5521","Abigail","Really love the branches. The bottom made it not perfect",42,17,"female"
"5522","Alexa","The colors are beautiful and the painting itself is magnificent",50,17,"female"
"5523","Alexandra","This is very beautiful and elegant.",42,17,"female"
"5524","Alexandria","it looks very intricate and colorful",50,17,"female"
"5525","Alexis","Love the color and nature motif",36,17,"female"
"5526","Alicia","Like this one, super creative, calming.",43,17,"female"
"5527","Allison","Very washed out.",-10,17,"female"
"5528","Alyssa","It gorgeous and i love how the tree is almost 3 dimensional.So many elements to it.",50,17,"female"
"5529","Amanda","Feels supernatural and scary",-16,17,"female"
"5530","Amber","Don't really like pastels.",-10,17,"female"
"5531","Amy","peaceful. contemplative. balanced. old",10,17,"female"
"5532","Andrea","A coming storm but I think I would appreciate it more with more contrast.",-12,17,"female"
"5533","Angela","I like this, but it's a bit bland.",10,17,"female"
"5534","Angelica","This could have been good but was poorly done.",-5,17,"female"
"5535","Anna","it brings a clear picture to my minds eye:",45,17,"female"
"5536","Ashley","taste the rainbow, feel the flavor.",23,17,"female"
"5537","Autumn","Looks awesome .",33,17,"female"
"5538","Bailey","I like the artistic sketching pattern.",24,17,"female"
"5539","Breanna","Very cool, makes me feel calm",43,17,"female"
"5540","Briana","It looks unfinished",-7,17,"female"
"5541","Brianna","It's nice and realistic looking.",12,17,"female"
"5542","Brittany","I like the colors and the design.",20,17,"female"
"5543","Brooke","doorways and trees are pleasant",30,17,"female"
"5544","Caitlin","Somewhat should trim the tree branches at the shopping mall.",10,17,"female"
"5545","Caroline","Beautiful colors. Made me feel soft and feminine",50,17,"female"
"5546","Cassandra","Very pretty...the colors and good and flow well.",33,17,"female"
"5547","Cassidy","cool. Sharp and blocky below, light and flowing on top. Overall pleasing to look at",32,17,"female"
"5548","Catherine","Nature coming to the inside of your space that you are locked into.",50,17,"female"
"5549","Chelsea","The colors are soft.",32,17,"female"
"5550","Cheyenne","I like the colorfulness.",17,17,"female"
"5551","Chloe","Pretty but a little cheesy",-10,17,"female"
"5552","Christina","I like how it looks like a tree. The colors are too muted though",12,17,"female"
"5553","Claire","its whimsical and light",50,17,"female"
"5554","Courtney","Some new perm we got there.",12,17,"female"
"5555","Crystal","Embodies beauty and complexity and in simplicity as well",50,17,"female"
"5556","Cynthia","battle between nature and man",31,17,"female"
"5557","Danielle","It's alright, nothing I particularly like but it's just fine",-10,17,"female"
"5558","Destiny","similar to last one, still pretty cool but I liked arrangement of last one better",13,17,"female"
"5559","Diana","I really enjoyed this piece, it's a play on bringing the outside indoors.",32,17,"female"
"5560","Dominique","Another favorite a relaxing day with nature a day to take it all In",34,17,"female"
"5561","Elizabeth","Has a unique vibe to it",50,17,"female"
"5562","Emily","There is better structure and direction in this one.",19,17,"female"
"5563","Emma","Love the colors and the movement",46,17,"female"
"5564","Erica","Makes me warm and cozy just by looking at it",29,17,"female"
"5565","Erika","I love vague, dreamlike styles",50,17,"female"
"5566","Erin","Windows indoor tree, weird palette",-11,17,"female"
"5567","Gabriela","This makes me feel inspired and happy. I love everything about this portrait",45,17,"female"
"5568","Gabrielle","nice composition and colors, fairy land",28,17,"female"
"5569","Grace","Reminds me of winters in Minnesota.",48,17,"female"
"5570","Hailey","soft and warm light colors are relaxing",12,17,"female"
"5571","Haley","Colors and composition are beautiful. I would hang this in my home.",50,17,"female"
"5572","Hannah","Looks like an abandoned building that is being overtaken by nature.",-10,17,"female"
"5573","Heather","Beautiful simply beautiful. i would love this,",50,17,"female"
"5574","Isabella","Pleasant fall to winter day",22,17,"female"
"5575","Jacqueline","It's okay, I just don't see much too it.",7,17,"female"
"5576","Jamie","Looks like some fantasy tree. Nice",30,17,"female"
"5577","Jasmine","I like the use of color in this and how you can actually see shapes form. Seems thoughtful",22,17,"female"
"5578","Jenna","stunning. makes me feel happy, hopeful, serene, and a little wistful.",50,17,"female"
"5579","Jennifer","Very elegant, this design reminds me of trees",31,17,"female"
"5580","Jessica","The way they painted the trees is so cool.",27,17,"female"
"5581","Jordan","absolutely gorgeous, I feel solitude again, but the beauty is there also",50,17,"female"
"5582","Julia","I'm not into paintings of trees",-18,17,"female"
"5583","Kaitlin","i feel some sadness in this picture",25,17,"female"
"5584","Kaitlyn","Very beautiful",19,17,"female"
"5585","Katelyn","Doesnt completely turn me off but wouldnt look twice",-3,17,"female"
"5586","Katherine","Looks like a weird blurry heaven again! I dig",32,17,"female"
"5587","Kathryn","Reminds me of the modern art museum in Rome. I didn't ""get"" many pieces, but had a positive cultural experience overall.",20,17,"female"
"5588","Katie","Is it a tree/plant of some sort?  Or, I see hair?  I don't get it. But, the colors are pleasing to me.",1,17,"female"
"5589","Kayla","I like the way the forest is taking over the buildings.",21,17,"female"
"5590","Kaylee","colorful tree really cool",27,17,"female"
"5591","Kelly","I really like this, especially the tree.",23,17,"female"
"5592","Kelsey","this ones alright",10,17,"female"
"5593","Kimberly","I like the trees, but the doors less so",19,17,"female"
"5594","Kristen","calm, tranquil, happy",50,17,"female"
"5595","Kylie","Looks like an explosion of pretty artwork",45,17,"female"
"5596","Laura","home - reminds me of fond memories of the Barnes Museum courtyard (looks just like it)",30,17,"female"
"5597","Lauren","I like how the image gives an impression of gaseous tree.",15,17,"female"
"5598","Leah","Love the colors, the flow, like a strange storm or tree off the balcony",50,17,"female"
"5599","Leslie","This makes me feel trapped.",5,17,"female"
"5600","Lindsey","Pretty composition and I like the colors.",20,17,"female"
"5601","Mackenzie","Very fun textures",32,17,"female"
"5602","Madeline","So expressive and wonderful wow!",17,17,"female"
"5603","Madison","No strong reaction. Beautiful design, but hue appears taciturn. Bad photograph?",1,17,"female"
"5604","Makayla","I feel okay , it's like a tree",28,17,"female"
"5605","Margaret","gentle watercolor vibes",12,17,"female"
"5606","Maria","feel close to nature",30,17,"female"
"5607","Mariah","It feels like nature overtaking civilization.",21,17,"female"
"5608","Marissa","This reminds me of spring",24,17,"female"
"5609","Mary","The colors are nice and soft but not very complimentary.",7,17,"female"
"5610","Megan","2 paintings in 1 with shared colors",5,17,"female"
"5611","Meghan","pretty bland in coloring",1,17,"female"
"5612","Melissa","impressive attention to subtleties",15,17,"female"
"5613","Michaela","I love how soft it is",35,17,"female"
"5614","Michelle","I can tell there are tress and maybe some doors but I'm not a fan of the style",-2,17,"female"
"5615","Mikayla","Doesnt really do anythingb for me.",4,17,"female"
"5616","Miranda","It seems a little dark but it is very beautiful",28,17,"female"
"5617","Molly","Wow, I haven't seen anything better than this.",40,17,"female"
"5618","Monica","The colors remind me of a sunset and give a bittersweet feeling. It looks unfinished but not terrible.",6,17,"female"
"5619","Morgan","Tree of knowledge in a quiet school.",17,17,"female"
"5620","Natalie","my response to the picture is that it looks beautiful",27,17,"female"
"5621","Nicole","Feels nostalgic somehow",31,17,"female"
"5622","Olivia","muted tones brings me down",-13,17,"female"
"5623","Paige","very pretty. Makes me happy",45,17,"female"
"5624","Rachel","Reminds me of a beautiful tree growing in a courtyard. I like the light and airy technique used.",34,17,"female"
"5625","Rebecca","tree sprouting out of a box (house) the invasion of nature?",39,17,"female"
"5626","Sabrina","Messy shadow of loss and love",50,17,"female"
